istaigos_kodas;gydytojo_ID;data_nuo;data_iki;iraso_sukurimo_data
124244754;00307;2019-03-12;2019-03-15;2019-03-12 14:41
124244754;01302;2019-03-12;2019-03-25;2019-03-12 14:41
124244754;01413;2019-03-12;2019-03-13;2019-03-12 14:41
124244754;01409;2019-03-07;2019-03-15;2019-03-12 14:41
